start,end,flow,distance,Time
653,604,1,153.08339376122788,T5
653,604,1,158.08339376122788,T5
653,604,1,163.08339376122788,T5
604,499,1,81.57855110483032,T5
604,653,1,163.08339376122788,T5
604,499,1,71.57855110483032,T5
604,499,1,116.57855110483032,T5
604,499,1,121.57855110483032,T5
604,653,1,193.08339376122788,T5
604,499,1,126.57855110483032,T5
604,653,1,183.08339376122788,T5
604,653,1,178.08339376122788,T5
604,653,1,198.08339376122788,T5
604,653,1,193.08339376122788,T5
604,499,1,121.57855110483032,T5
604,499,1,126.57855110483032,T5
604,653,1,193.08339376122788,T5
604,653,1,183.08339376122788,T5
604,499,1,91.57855110483032,T5
604,499,1,96.57855110483032,T5
604,499,2,101.57855110483032,T5
604,499,2,111.57855110483032,T5
604,499,1,116.57855110483032,T5
604,653,1,213.08339376122788,T5
604,653,1,203.08339376122788,T5
604,653,1,73.08339376122788,T5
604,499,1,126.57855110483032,T5
248,96,1,116.57631366852296,T5
604,499,1,96.57855110483032,T5
604,499,1,101.57855110483032,T5
604,499,1,116.57855110483032,T5
248,96,1,131.57631366852297,T5
604,653,1,203.08339376122788,T5
650,653,1,215.5988463771659,T5
653,604,1,223.08339376122788,T5
650,653,1,185.5988463771659,T5
653,604,1,208.08339376122788,T5
653,604,1,213.08339376122788,T5
653,604,2,218.08339376122788,T5
653,604,1,218.08339376122788,T5
650,653,1,280.5988463771659,T5
653,604,1,208.08339376122788,T5
650,653,1,305.5988463771659,T5
653,604,1,208.08339376122788,T5
653,604,1,198.08339376122788,T5
650,653,1,275.5988463771659,T5
650,653,1,295.5988463771659,T5
653,604,1,193.08339376122788,T5
653,604,1,118.08339376122788,T5
653,604,1,123.08339376122788,T5
650,653,1,190.5988463771659,T5
248,499,1,223.83101891150187,T6
653,650,1,165.5988463771659,T6
653,650,1,150.5988463771659,T6
653,650,1,120.5988463771659,T6
604,653,1,263.08339376122785,T6
604,653,1,253.08339376122788,T6
653,604,1,158.08339376122788,T6
650,653,1,135.5988463771659,T6
650,653,1,125.5988463771659,T6
653,604,1,108.08339376122788,T6
604,653,1,163.08339376122788,T6
604,653,1,148.08339376122788,T6
604,499,1,111.57855110483032,T6
604,499,1,126.57855110483032,T6
604,499,2,131.57855110483032,T6
96,248,1,136.57631366852297,T6
96,248,1,131.57631366852297,T6
604,653,1,108.08339376122788,T6
96,248,1,136.57631366852297,T6
248,96,1,121.57631366852296,T6
604,653,1,218.08339376122788,T6
604,653,1,208.08339376122788,T6
604,499,1,131.57855110483032,T6
653,604,1,188.08339376122788,T6
650,653,1,255.5988463771659,T6
650,653,1,245.5988463771659,T6
653,604,1,173.08339376122788,T6
653,604,1,188.08339376122788,T6
653,604,1,198.08339376122788,T6
653,604,1,163.08339376122788,T6
653,604,1,168.08339376122788,T6
650,653,1,275.5988463771659,T6
653,604,1,173.08339376122788,T6
653,604,1,188.08339376122788,T6
604,653,1,178.08339376122788,T6
604,653,1,123.08339376122788,T6
604,499,1,71.57855110483032,T6
604,499,1,86.57855110483032,T6
